Name,Manufacturer,alpha_sc,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref
REC_Solar_REC365PEM_72_BLK,REC Solar,0.004158,1.970038,10.00217,2.75E-10,0.360469,1137.034546
REC_Solar_REC365PEM_72_XV,REC Solar,0.004158,1.970038,10.00217,2.75E-10,0.360469,1137.034546
REC_Solar_REC365PEM_72_XV_BLK,REC Solar,0.004158,1.970038,10.00217,2.75E-10,0.360469,1137.034546
REC_Solar_REC365TP2M_72,REC Solar,0.003928,1.815997,9.830204,3.99E-11,0.260971,251.132126
REC_Solar_REC365TP2M_72_Q2,REC Solar,0.003928,1.815997,9.830204,3.99E-11,0.260971,251.132126
REC_Solar_REC365TP2M_72_Q3,REC Solar,0.003928,1.815997,9.830204,3.99E-11,0.260971,251.132126
REC_Solar_REC365TP2SM_72,REC Solar,0.003732,1.805505,9.83046,3.42E-11,0.26347,247.356674
REC_Solar_REC365TP2SM_72_BLK,REC Solar,0.003732,1.805505,9.83046,3.42E-11,0.26347,247.356674
REC_Solar_REC365TP2SM_72_BLK2,REC Solar,0.003928,1.815997,9.830204,3.99E-11,0.260971,251.132126
REC_Solar_REC365TP2SM_72_XV,REC Solar,0.003732,1.805505,9.83046,3.42E-11,0.26347,247.356674
REC_Solar_REC365TP2SM_72_XV_BLK,REC Solar,0.003732,1.805505,9.83046,3.42E-11,0.26347,247.356674
REC_Solar_REC370AA,REC Solar,0.003811,1.533422,10.308532,2.50E-12,0.126345,152.532227
REC_Solar_REC370PEM_72,REC Solar,0.004187,1.979632,10.071467,2.68E-10,0.365497,2082.56665
REC_Solar_REC370PEM_72_BLK,REC Solar,0.004187,1.979632,10.071467,2.68E-10,0.365497,2082.56665
REC_Solar_REC370PEM_72_XV,REC Solar,0.004187,1.979632,10.071467,2.68E-10,0.365497,2082.56665
REC_Solar_REC370PEM_72_XV_BLK,REC Solar,0.004187,1.979632,10.071467,2.68E-10,0.365497,2082.56665
REC_Solar_REC370TP2M_72,REC Solar,0.00394,1.818993,9.85656,3.76E-11,0.257916,387.298004
REC_Solar_REC370TP2M_72_Q2,REC Solar,0.00394,1.818993,9.85656,3.76E-11,0.257916,387.298004
REC_Solar_REC370TP2M_72_Q3,REC Solar,0.00394,1.818993,9.85656,3.76E-11,0.257916,387.298004
REC_Solar_REC370TP2SM_72,REC Solar,0.003743,1.808487,9.856779,3.23E-11,0.260395,378.348877
REC_Solar_REC370TP2SM_72_BLK,REC Solar,0.003743,1.808487,9.856779,3.23E-11,0.260395,378.348877
REC_Solar_REC370TP2SM_72_BLK2,REC Solar,0.00394,1.818993,9.85656,3.76E-11,0.257916,387.298004
REC_Solar_REC370TP2SM_72_XV,REC Solar,0.003743,1.808487,9.856779,3.23E-11,0.260395,378.348877
REC_Solar_REC370TP2SM_72_XV_BLK,REC Solar,0.003743,1.808487,9.856779,3.23E-11,0.260395,378.348877
REC_Solar_REC375TP2M_72,REC Solar,0.003984,1.83439,9.969149,4.23E-11,0.23896,260.166382
REC_Solar_REC375TP2M_72_Q2,REC Solar,0.003984,1.83439,9.969149,4.23E-11,0.23896,260.166382
REC_Solar_REC375TP2M_72_Q3,REC Solar,0.003984,1.83439,9.969149,4.23E-11,0.23896,260.166382
REC_Solar_REC375TP2SM_72,REC Solar,0.003785,1.823795,9.969389,3.63E-11,0.241453,256.1362
REC_Solar_REC375TP2SM_72_BLK,REC Solar,0.003785,1.823795,9.969389,3.63E-11,0.241453,256.1362
REC_Solar_REC375TP2SM_72_BLK2,REC Solar,0.003984,1.83439,9.969149,4.23E-11,0.23896,260.166382
REC_Solar_REC375TP2SM_72_XV,REC Solar,0.003785,1.823795,9.969389,3.63E-11,0.241453,256.1362
REC_Solar_REC375TP2SM_72_XV_BLK,REC Solar,0.003785,1.823795,9.969389,3.63E-11,0.241453,256.1362
REC_Solar_REC380TP2M_72,REC Solar,0.00402,1.84437,10.060015,4.41E-11,0.233505,234.341614
REC_Solar_REC380TP2M_72_Q2,REC Solar,0.00402,1.84437,10.060015,4.41E-11,0.233505,234.341614
REC_Solar_REC380TP2M_72_Q3,REC Solar,0.00402,1.84437,10.060015,4.41E-11,0.233505,234.341614
REC_Solar_REC380TP2SM_72,REC Solar,0.003819,1.833718,10.060265,3.78E-11,0.235994,231.066376
REC_Solar_REC380TP2SM_72_BLK,REC Solar,0.003819,1.833718,10.060265,3.78E-11,0.235994,231.066376
REC_Solar_REC380TP2SM_72_BLK2,REC Solar,0.00402,1.84437,10.060015,4.41E-11,0.233505,234.341614
REC_Solar_REC380TP2SM_72_XV,REC Solar,0.003819,1.833718,10.060265,3.78E-11,0.235994,231.066376
REC_Solar_REC380TP2SM_72_XV_BLK,REC Solar,0.003819,1.833718,10.060265,3.78E-11,0.235994,231.066376
REC_Solar_REC385TP2M_72,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2M_72_BLK,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2M_72_XV,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2M_72_XV_BLK,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2SM_72,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2SM_72_BLK,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2SM_72_XV,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC385TP2SM_72_XV_BLK,REC Solar,0.003838,1.838644,10.108126,3.67E-11,0.232427,288.9263
REC_Solar_REC390TP2M_72,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2M_72_BLK,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2M_72_XV,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2M_72_XV_BLK,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2SM_72,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2SM_72_BLK,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2SM_72_XV,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC390TP2SM_72_XV_BLK,REC Solar,0.003849,1.8427,10.135492,3.52E-11,0.229513,423.318237
REC_Solar_REC395TP2M_72,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2M_72_BLK,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2M_72_XV,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2M_72_XV_BLK,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2SM_72,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2SM_72_BLK,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2SM_72_XV,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC395TP2SM_72_XV_BLK,REC Solar,0.003865,1.84676,10.172908,3.38E-11,0.226408,791.743225
REC_Solar_REC400TP2M_72,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2M_72_BLK,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2M_72_XV,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2M_72_XV_BLK,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2SM_72,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2SM_72_BLK,REC Solar,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2SM_72_XV,Recom,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
REC_Solar_REC400TP2SM_72_XV_BLK,Recom,0.003876,1.850926,10.200427,3.24E-11,0.223542,5342.024414
Recom_RCM-250-6MB,Recom,0.004255,1.558829,8.60038,2.32E-10,0.241305,392.856842
Recom_RCM-250-6PB,Recom,0.00446,1.536534,8.929628,2.87E-10,0.281433,260.740448
Recom_RCM-255-6PB,Recom,0.004465,1.548765,8.935066,2.54E-10,0.300477,529.624329
Recom_RCM-260-6MB,Recom,0.00433,1.573563,8.746976,2.04E-10,0.255579,5947.48877
Recom_RCM-260-6MB-BB,Recom,0.00433,1.579531,8.839274,2.24E-10,0.252189,427.727539
Recom_RCM-260-6PB,Recom,0.00447,1.559291,8.940153,2.33E-10,0.30716,17832.53906
Recom_RCM-265-6MB-BB,Recom,0.00436,1.58624,8.899485,2.32E-10,0.23592,498.216431
Recom_RCM-270-6MB,Recom,0.00439,1.59402,8.960451,2.44E-10,0.21972,495.329498
Recom_RCM-270-6MB-BB,Recom,0.00439,1.59402,8.960451,2.44E-10,0.21972,495.329498
Recom_RCM-275-6MB-BB,Recom,0.004445,1.602839,9.072432,2.47E-10,0.217268,526.556152
Recom_RCM-280-6MB-BB,Recom,0.004495,1.610644,9.173575,2.45E-10,0.21531,686.396179
Recom_RCM-285-6PA,Recom,0.00422,1.834144,8.445778,2.18E-10,0.388334,567.189392
Recom_RCM-290-6PA,Recom,0.00428,1.845608,8.571034,2.42E-10,0.380382,295.089874
Recom_RCM-295-6PA,Recom,0.004335,1.849346,8.680429,2.44E-10,0.373724,310.677856
Recom_RCM-300-6PA,Recom,0.004345,1.844186,8.693639,2.43E-10,0.332552,794.164001
Recom_RCM-305-6PA,Recom,0.004385,1.85584,8.863748,2.65E-10,0.313379,459.058105
Recom_RCM-310-6PA,Recom,0.00446,1.858718,8.923493,2.71E-10,0.292513,746.931824
Recom_RCM-315-6MA,Recom,0.003472,1.860906,8.767469,1.11E-10,0.351938,4611.231934
Recom_RCM-315-6PA,Recom,0.004475,1.810551,8.955086,1.14E-10,0.248574,437.435089
Recom_RCM-320-6MA,Recom,0.0035,1.870817,8.931032,1.21E-10,0.343442,594.366516
Recom_RCM-320-6PA,Recom,0.004495,1.833712,8.996275,1.17E-10,0.252674,361.970947
Recom_RCM-325-6MA,Recom,0.00352,1.874439,8.980138,1.15E-10,0.351989,969.953186
Recom_RCM-325-6PA,Recom,0.00451,1.843589,9.026031,1.20E-10,0.244089,365.074493
Recom_RCM-330-6MA,Recom,0.003544,1.880987,9.133876,1.21E-10,0.344313,581.035156
Recom_RCM-330-6PA,Recom,0.004535,1.859179,9.075745,1.22E-10,0.236553,373.442444
Recom_RCM-335-6MA,Recom,0.003572,1.885598,9.201356,1.11E-10,0.35041,4200.87207
Recom_RCM-340-6MA,RECOM AG,0.003596,1.897728,9.360973,1.19E-10,0.354076,557.284363
Recom_RCM-345-6MA,RECOM AG,0.00362,1.90216,9.420432,1.09E-10,0.37318,1185.177124
RECOM_AG_RCM-285-6MB-BB,RECOM AG,0.004063,1.568178,9.21321,1.13E-10,0.223286,1204.386353
RECOM_AG_RCM-290-6MB-BB,RECOM AG,0.004099,1.574835,9.293344,1.12E-10,0.218343,8694.999023
RECOM_AG_RCM-295-6MB-BB,Renesola America,0.004135,1.590434,9.473759,1.27E-10,0.209842,375.398773
RECOM_AG_RCM-300-6MB-BB,Renesola America,0.004167,1.597154,9.544462,1.26E-10,0.205354,505.674347
Renesola_America_JC180S-24/Db,Renesola America,0.004219,1.891787,5.323184,2.74E-10,0.658607,1100.649658
Renesola_America_JC185S-24/Db,Renesola America,0.004306,1.91288,5.435531,3.25E-10,0.591711,580.94281
Renesola_America_JC190S-24/Db,Renesola America,0.004385,1.931891,5.536526,3.75E-10,0.528333,447.720856
Renesola_America_JC195S-24/Db,Renesola America,0.003682,1.912248,5.760685,2.94E-10,0.471248,736.173462
Renesola_America_JC200S-24/Db,Renesola America,0.003624,1.895801,5.670217,2.75E-10,0.509652,701.481079
Renesola_America_JC220M-24/Bx,Renesola America,0.007201,1.618283,8.176564,8.98E-10,0.492194,722.947083
Renesola_America_JC225M-24/Bx,Renesola America,0.007318,1.628002,8.310163,9.83E-10,0.466542,591.57251
Renesola_America_JC225S-24/Bb,Renesola America,0.002843,1.606513,8.326633,3.91E-10,0.622163,1966.678467
Renesola_America_JC230M-24/Bb,Renesola America,0.007435,1.631076,8.440577,9.83E-10,0.457008,886.537292
Renesola_America_JC230S-24/Bb,Renesola America,0.002883,1.614676,8.442687,4.21E-10,0.596236,1635.783447
Renesola_America_JC235M-24/Bx,Renesola America,0.007561,1.641401,8.585767,1.12E-09,0.425725,543.03186
Renesola_America_JC235S-24/Bb,Renesola America,0.006266,1.575464,8.572562,4.69E-10,0.395451,269.47699
Renesola_America_JC240M-24/Bx,Renesola America,0.007517,1.572086,8.649608,4.51E-10,0.364075,327.404388
Renesola_America_JC240M-24/Bx-b,Renesola America,0.007517,1.572086,8.649608,4.51E-10,0.364075,327.404388
Renesola_America_JC240M-24/Bxh,Renesola America,0.007517,1.572086,8.649608,4.51E-10,0.364075,327.404388
Renesola_America_JC240M-24/Bxh-b,Renesola America,0.007517,1.572086,8.649608,4.51E-10,0.364075,327.404388
Renesola_America_JC240S-24/Bb,Renesola America,0.006411,1.558807,8.718173,3.73E-10,0.391656,417.366364
Renesola_America_JC240S-24/Bb-b,Renesola America,0.006411,1.558807,8.718173,3.73E-10,0.391656,417.366364
Renesola_America_JC245M-24/Bx,Renesola America,0.007595,1.577258,8.736726,4.64E-10,0.343958,446.400146
Renesola_America_JC245M-24/Bx-b,Renesola America,0.007595,1.577258,8.736726,4.64E-10,0.343958,446.400146
Renesola_America_JC245M-24/Bxh,Renesola America,0.007595,1.577258,8.736726,4.64E-10,0.343958,446.400146
Renesola_America_JC245M-24/Bxh-b,Renesola America,0.007595,1.577258,8.736726,4.64E-10,0.343958,446.400146
Renesola_America_JC245S-24/Bb,Renesola America,0.006469,1.583546,8.80309,4.78E-10,0.340495,228.644302
Renesola_America_JC245S-24/Bb-b,Renesola America,0.006469,1.583546,8.80309,4.78E-10,0.340495,228.644302
Renesola_America_JC250M-24/Bx,Renesola America,0.007682,1.582389,8.834059,4.77E-10,0.324015,704.929199
Renesola_America_JC250M-24/Bx-b,Renesola America,0.007682,1.582389,8.834059,4.77E-10,0.324015,704.929199
Renesola_America_JC250M-24/Bxh,Renesola America,0.007682,1.582389,8.834059,4.77E-10,0.324015,704.929199
Renesola_America_JC250M-24/Bxh-b,Renesola America,0.007682,1.582389,8.834059,4.77E-10,0.324015,704.929199
Renesola_America_JC250S-24/Bb,Renesola America,0.007744,1.600464,8.87654,5.87E-10,0.331415,449.480438
Renesola_America_JC250S-24/Bb-b,Renesola America,0.007744,1.600464,8.87654,5.87E-10,0.331415,449.480438
Renesola_America_JC250S-24/Bbh,Renesola America,0.007744,1.600464,8.87654,5.87E-10,0.331415,449.480438
Renesola_America_JC250S-24/Bbh-b,Renesola America,0.007744,1.600464,8.87654,5.87E-10,0.331415,449.480438
Renesola_America_JC255M-24/Bx,Renesola America,0.007708,1.596005,8.955825,5.53E-10,0.289543,358.623291
Renesola_America_JC255M-24/Bx-b,Renesola America,0.007708,1.596005,8.955825,5.53E-10,0.289543,358.623291
Renesola_America_JC255M-24/Bxh,Renesola America,0.007708,1.596005,8.955825,5.53E-10,0.289543,358.623291
Renesola_America_JC255M-24/Bxh-b,Renesola America,0.007708,1.596005,8.955825,5.53E-10,0.289543,358.623291
Renesola_America_JC255S-24/Bb,Renesola America,0.007848,1.604524,8.995839,5.93E-10,0.325143,500.60849
Renesola_America_JC255S-24/Bb-b,Renesola America,0.007848,1.604524,8.995839,5.93E-10,0.325143,500.60849
Renesola_America_JC255S-24/Bbh,Renesola America,0.007848,1.604524,8.995839,5.93E-10,0.325143,500.60849
Renesola_America_JC255S-24/Bbh-b,Renesola America,0.007848,1.604524,8.995839,5.93E-10,0.325143,500.60849
Renesola_America_JC260M-24/Bbs,Renesola America,0.004582,1.562887,9.042571,3.21E-10,0.293135,862.676697
Renesola_America_JC260M-24/Bbs-b,Renesola America,0.004582,1.562887,9.042571,3.21E-10,0.293135,862.676697
Renesola_America_JC260M-24/Bx,Renesola America,0.007786,1.594585,9.041729,5.18E-10,0.285484,1157.656128
Renesola_America_JC260M-24/Bx-b,Renesola America,0.007786,1.594585,9.041729,5.18E-10,0.285484,1157.656128
Renesola_America_JC260M-24/Bxh,Renesola America,0.007786,1.594585,9.041729,5.18E-10,0.285484,1157.656128
Renesola_America_JC260M-24/Bxh-b,Renesola America,0.007786,1.594585,9.041729,5.18E-10,0.285484,1157.656128
Renesola_America_JC260M-24/Bzs,Renesola America,0.004582,1.562887,9.042571,3.21E-10,0.293135,862.676697
Renesola_America_JC260M-24/Bzs-b,Renesola America,0.004582,1.562887,9.042571,3.21E-10,0.293135,862.676697
Renesola_America_JC260S-24/Bb,Renesola America,0.006698,1.593345,9.105819,4.78E-10,0.309915,484.687775
Renesola_America_JC260S-24/Bb-b,Renesola America,0.006698,1.593345,9.105819,4.78E-10,0.309915,484.687775
Renesola_America_JC265M-24/Bbs,Renesola America,0.004623,1.570201,9.217705,3.41E-10,0.285724,424.394409
Renesola_America_JC265M-24/Bbs-b,Renesola America,0.004623,1.570201,9.217705,3.41E-10,0.285724,424.394409
Renesola_America_JC265M-24/Bzs,Renesola America,0.004623,1.570201,9.217705,3.41E-10,0.285724,424.394409
Renesola_America_JC265M-24/Bzs-b,Renesola America,0.004623,1.570201,9.217705,3.41E-10,0.285724,424.394409
Renesola_America_JC265S-24/Ab,Renesola America,0.004129,1.82325,8.091446,2.00E-10,0.545085,384.789795
Renesola_America_JC270M-24/Ax,Renesola America,0.007749,1.916955,8.201635,6.78E-10,0.525328,2634.481201
Renesola_America_JC270M-24/Bbs,Renesola America,0.004659,1.590883,9.290651,3.65E-10,0.27616,331.178864
Renesola_America_JC270M-24/Bbs-b,Renesola America,0.004659,1.590883,9.290651,3.65E-10,0.27616,331.178864
Renesola_America_JC270M-24/Bzs,Renesola America,0.004659,1.590883,9.290651,3.65E-10,0.27616,331.178864
Renesola_America_JC270M-24/Bzs-b,Renesola America,0.004659,1.590883,9.290651,3.65E-10,0.27616,331.178864
Renesola_America_JC270S-24/Ab,Renesola America,0.00416,1.819572,8.142756,1.84E-10,0.538393,1590.771118
Renesola_America_JC275M-24/Ax,Renesola America,0.007815,1.923753,8.357655,7.09E-10,0.514113,866.840698
Renesola_America_JC275S-24/Ab,Renesola America,0.004206,1.828855,8.320953,2.00E-10,0.525831,505.064209
Renesola_America_JC280M-24/Ax,Renesola America,0.007872,1.930936,8.504581,7.08E-10,0.516746,614.213867
Renesola_America_JC280S-24/Ab,Renesola America,0.006581,1.905047,8.416363,5.13E-10,0.498308,1368.701172
Renesola_America_JC285M-24/Ax,Renesola America,0.007378,1.876327,8.481689,4.24E-10,0.418605,2100.181396
Renesola_America_JC285M-24/Ax-b,Renesola America,0.007378,1.876327,8.481689,4.24E-10,0.418605,2100.181396
Renesola_America_JC285M-24/Axh,Renesola America,0.007378,1.876327,8.481689,4.24E-10,0.418605,2100.181396
Renesola_America_JC285M-24/Axh-b,Renesola America,0.007378,1.876327,8.481689,4.24E-10,0.418605,2100.181396
Renesola_America_JC285S-24/Ab,Renesola America,0.006612,1.90973,8.540925,4.97E-10,0.502215,1594.948242
Renesola_America_JC290F-24/Abh-b,Renesola America,0.007377,1.903551,8.71437,4.20E-10,0.5077,530.833862
Renesola_America_JC290M-24/Ax,Renesola America,0.007447,1.8838,8.56144,4.46E-10,0.398059,2366.880615
Renesola_America_JC290M-24/Ax-b,Renesola America,0.007447,1.8838,8.56144,4.46E-10,0.398059,2366.880615
Renesola_America_JC290M-24/Axh,Renesola America,0.007447,1.8838,8.56144,4.46E-10,0.398059,2366.880615
Renesola_America_JC290M-24/Axh-b,Renesola America,0.007447,1.8838,8.56144,4.46E-10,0.398059,2366.880615
Renesola_America_JC290S-24/Ab,Renesola America,0.007377,1.903551,8.71437,4.20E-10,0.5077,530.833862
Renesola_America_JC290S-24/Abh,Renesola America,0.007377,1.903551,8.71437,4.20E-10,0.5077,530.833862
Renesola_America_JC295M-24/Abh,Renesola America,0.007499,1.899293,8.622508,5.16E-10,0.349476,1201.088623
Renesola_America_JC295M-24/Abh-b,Renesola America,0.007499,1.899293,8.622508,5.16E-10,0.349476,1201.088623
Renesola_America_JC295M-24/Ax,Renesola America,0.00812,1.929502,8.621898,7.46E-10,0.341876,1553.081909
Renesola_America_JC295M-24/Ax-b,Renesola America,0.00812,1.929502,8.621898,7.46E-10,0.341876,1553.081909
Renesola_America_JC295S-24/Ab,Renesola America,0.007438,1.901295,8.779458,3.94E-10,0.501335,3404.525635
Renesola_America_JC295S-24/Abh,Renesola America,0.007438,1.901295,8.779458,3.94E-10,0.501335,3404.525635
Renesola_America_JC295S-24/Abh-b,Renesola America,0.007438,1.901295,8.779458,3.94E-10,0.501335,3404.525635
Renesola_America_JC300M-24/Ax,Renesola America,0.00756,1.910023,8.692343,5.63E-10,0.315891,1171.544189
Renesola_America_JC300M-24/Ax-b,Renesola America,0.00756,1.910023,8.692343,5.63E-10,0.315891,1171.544189
Renesola_America_JC300M-24/Axh,Renesola America,0.00756,1.910023,8.692343,5.63E-10,0.315891,1171.544189
Renesola_America_JC300M-24/Axh-b,Renesola America,0.00756,1.910023,8.692343,5.63E-10,0.315891,1171.544189
Renesola_America_JC300S-24/Ab,Renesola America,0.007499,1.910104,8.945788,4.22E-10,0.490961,626.93158
Renesola_America_JC300S-24/Abh,Renesola America,0.007499,1.910104,8.945788,4.22E-10,0.490961,626.93158
Renesola_America_JC300S-24/Abh-b,Renesola America,0.007499,1.910104,8.945788,4.22E-10,0.490961,626.93158
Renesola_America_JC305M-24/Ax,Renesola America,0.007595,1.90856,8.818815,5.34E-10,0.324276,1886.442261
Renesola_America_JC305M-24/Ax-b,Renesola America,0.007595,1.90856,8.818815,5.34E-10,0.324276,1886.442261
Renesola_America_JC305M-24/Axh,Renesola America,0.007595,1.90856,8.818815,5.34E-10,0.324276,1886.442261
Renesola_America_JC305M-24/Axh-b,Renesola America,0.007595,1.90856,8.818815,5.34E-10,0.324276,1886.442261
Renesola_America_JC305S-24/Abh,Renesola America,0.007543,1.916692,9.089621,4.19E-10,0.493954,504.360809
Renesola_America_JC305S-24/Abh-b,Renesola America,0.007543,1.916692,9.089621,4.19E-10,0.493954,504.360809
Renesola_America_JC310M-24/Abs,Renesola America,0.004506,1.885942,8.891732,3.83E-10,0.286875,683.263733
Renesola_America_JC310M-24/Abs-b,Renesola America,0.004506,1.885942,8.891732,3.83E-10,0.286875,683.263733
Renesola_America_JC310M-24/Ax-b,Renesola America,0.007656,1.92537,8.891012,6.25E-10,0.277088,817.530212
Renesola_America_JC310M-24/Axh,Renesola America,0.007656,1.92537,8.891012,6.25E-10,0.277088,817.530212
Renesola_America_JC310M-24/Axh-b,Renesola America,0.007656,1.92537,8.891012,6.25E-10,0.277088,817.530212
Renesola_America_JC310M-24/Azs,Renesola America,0.004506,1.885942,8.891732,3.83E-10,0.286875,683.263733
Renesola_America_JC310M-24/Azs-b,Renesola America,0.004506,1.885942,8.891732,3.83E-10,0.286875,683.263733
Renesola_America_JC310S-24/Abh,Renesola America,0.007744,1.92508,9.142802,4.23E-10,0.486126,1101.674683
Renesola_America_JC310S-24/Abh-b,Renesola America,0.007744,1.92508,9.142802,4.23E-10,0.486126,1101.674683
Renesola_America_JC315M-24/Abs,Renesola America,0.004547,1.902667,8.973044,3.86E-10,0.290702,614.266541
Renesola_America_JC315M-24/Abs-b,Renesola America,0.004547,1.902667,8.973044,3.86E-10,0.290702,614.266541
Renesola_America_JC315M-24/Ax-b,Renesola America,0.007726,1.937489,8.97217,6.92E-10,0.244557,650.884277
Renesola_America_JC315M-24/Axh,Renesola America,0.007726,1.937489,8.97217,6.92E-10,0.244557,650.884277
Renesola_America_JC315M-24/Axh-b,Renesola America,0.007726,1.937489,8.97217,6.92E-10,0.244557,650.884277
Renesola_America_JC315M-24/Azs,Renesola America,0.004547,1.902667,8.973044,3.86E-10,0.290702,614.266541
Renesola_America_JC315M-24/Azs-b,Renesola America,0.004547,1.902667,8.973044,3.86E-10,0.290702,614.266541
Renesola_America_JC315S-24/Abh,Renesola America,0.007805,1.931976,9.212083,4.20E-10,0.478511,3695.919189
Renesola_America_JC315S-24/Abh-b,Renesola America,0.007805,1.931976,9.212083,4.20E-10,0.478511,3695.919189
Renesola_America_JC320M-24/Abs,Renesola America,0.004608,1.909705,9.094663,3.85E-10,0.296839,578.737061
Renesola_America_JC320M-24/Abs-b,Renesola America,0.004608,1.909705,9.094663,3.85E-10,0.296839,578.737061
Renesola_America_JC320M-24/Azs,Renesola America,0.004608,1.909705,9.094663,3.85E-10,0.296839,578.737061
Renesola_America_JC320M-24/Azs-b,Renesola America,0.004608,1.909705,9.094663,3.85E-10,0.296839,578.737061
Renesola_America_JC320S-24/Abh,Renesola America,0.007874,1.948433,9.39754,4.92E-10,0.454679,377.967865
Renesola_America_JC320S-24/Abh-b,Renesola America,0.007874,1.948433,9.39754,4.92E-10,0.454679,377.967865
Renesola_America_JC325M-24/Abs,Renesola America,0.004654,1.914888,9.183626,3.56E-10,0.316116,1064.737305
Renesola_America_JC325M-24/Abs-b,Renesola America,0.004654,1.914888,9.183626,3.56E-10,0.316116,1064.737305
Renesola_America_JC325M-24/Azs,Renesola America,0.004654,1.914888,9.183626,3.56E-10,0.316116,1064.737305
Renesola_America_JC325M-24/Azs-b,Renesola America,0.004654,1.914888,9.183626,3.56E-10,0.316116,1064.737305
Renesola_America_JC330M-24/Abs,Renesola America,0.004787,1.933806,9.357258,3.51E-10,0.35417,456.28595
Renesola_America_JC330M-24/Abs-b,Renesola America,0.004787,1.933806,9.357258,3.51E-10,0.35417,456.28595
Renesola_America_JC330M-24/Azs,Renesola America,0.004787,1.933806,9.357258,3.51E-10,0.35417,456.28595
Renesola_America_JC330M-24/Azs-b,Renesola America,0.004787,1.933806,9.357258,3.51E-10,0.35417,456.28595
Renesola_America_JC335M-24/Abs,Renesola America,0.004838,1.938296,9.455792,3.40E-10,0.360341,587.890137
Renesola_America_JC335M-24/Abs-b,Renesola America,0.004838,1.938296,9.455792,3.40E-10,0.360341,587.890137
Resonix_EPML275W6H,Risen Energy Co._ Ltd.,0.00246,1.842391,8.218462,1.97E-10,0.442079,196.353882
